7	376	1	376																											
S-C48	Seed	176	176	223	277	154	154	102	102	204	204	266	266	95	95															
S-C49	Seed	176	176	209	251	156	174	102	102	204	204	221	221	111	111															
S-C50	Seed	176	176	0	0	154	154	102	154	208	208	192	192	0	0															
S-C51	Seed	154	176	223	223	132	156	102	144	153	153	163	163	99	99															
S-C52	Seed	154	154	279	279	229	231	0	0	204	204	272	272	103	103															
S-1	Seed	176	176	0	0	122	122	102	146	208	208	221	221	99	99															
S-2	Seed	176	176	205	205	122	203	0	0	153	210	192	282	99	99															
S-3	Seed	172	172	209	209	158	178	154	154	208	301	208	208	85	85															
S-4	Seed	176	176	205	205	176	176	102	158	208	208	282	282	101	101															
S-5	Seed	176	176	205	205	156	186	0	0	153	208	192	282	99	99															
S-6	Seed	176	176	209	237	203	203	102	102	153	153	192	192	101	101															
S-7	Seed	0	0	209	209	176	203	102	102	153	208	215	215	99	99															
S-8	Seed	178	178	205	205	146	156	102	154	153	208	221	221	99	99															
S-9	Seed	176	176	205	205	122	176	0	0	153	208	0	0	101	101															
S-10	Seed	176	176	223	223	176	176	110	110	208	208	270	270	0	0															
S-11	Seed	0	0	0	0	156	156	102	158	0	0	0	0	87	87															
S-12	Seed	0	0	281	281	146	174	100	100	153	204	280	280	91	91															
S-13	Seed	178	178	281	281	146	178	102	154	168	204	223	223	0	0															
S-14	Seed	176	176	223	223	156	156	102	102	208	208	208	208	85	85															
S-15	Seed	0	0	223	223	176	203	154	154	153	208	221	221	85	85															
S-16	Seed	172	172	223	223	146	203	102	102	202	202	221	221	85	85															
S-17	Seed	150	150	205	231	176	176	154	154	153	153	192	192	101	101															
S-18	Seed	0	0	0	0	122	156	102	158	0	0	0	0	101	101															
S-19	Seed	176	176	279	279	176	176	158	158	153	208	192	192	0	0															
S-20	Seed	150	150	231	231	176	176	0	0	153	153	192	192	99	99															
S-21	Seed	176	176	205	205	176	176	102	102	153	153	221	221	87	87															
S-22	Seed	150	150	231	231	146	176	0	0	150	150	192	192	91	91															
S-23	Seed	176	176	239	239	156	156	158	158	150	150	192	192	109	109															
S-24	Seed	176	176	239	239	156	156	102	154	210	210	192	192	85	85															
S-25	Seed	176	176	205	209	162	203	154	154	153	153	282	282	99	99															
S-26	Seed	176	176	205	205	156	156	102	154	153	153	282	282	99	99															
S-27	Seed	176	176	205	205	203	203	102	102	153	153	282	282	99	99															
S-28	Seed	176	176	0	0	156	156	102	102	168	168	221	221	99	99															
S-29	Seed	176	176	279	279	122	146	102	102	168	168	221	221	99	99															
S-30	Seed	0	0	223	231	174	174	98	98	204	204	192	192	85	85															
S-31	Seed	0	0	223	223	122	158	102	154	153	153	192	192	85	85															
S-32	Seed	184	184	209	209	176	176	158	158	208	208	215	215	97	97															
S-33	Seed	0	0	209	261	122	176	102	102	208	208	163	163	99	99															
S-34	Seed	176	176	209	261	146	176	154	154	208	208	217	217	99	99															
S-35	Seed	176	176	209	237	144	176	100	100	208	208	278	278	0	0															
S-36	Seed	176	176	237	237	156	156	102	102	208	208	278	278	85	85															
S-37	Seed	176	176	237	237	156	156	102	102	150	208	215	215	85	85															
S-38	Seed	176	176	237	237	122	156	102	102	153	153	278	278	85	85															
S-39	Seed	176	176	237	237	122	146	154	154	153	202	192	192	101	101															
S-40	Seed	0	0	209	209	158	176	110	110	153	153	192	192	99	99															
S-41	Seed	176	176	205	205	146	158	102	102	153	153	190	190	99	99															
S-42	Seed	176	176	279	279	120	205	102	158	208	208	272	272	99	99															
S-43	Seed	176	176	205	205	158	176	102	102	153	153	282	282	85	85															
S-44	Seed	176	176	205	205	174	174	102	154	153	153	217	217	85	85															
S-45	Seed	176	176	205	205	158	158	102	102	206	206	217	217	99	99															
S-46	Seed	172	172	223	223	176	176	102	102	208	208	282	282	0	0															
S-47	Seed	172	172	223	223	176	176	110	110	208	208	282	282	0	0															
S-48	Seed	176	176	223	223	146	174	102	102	208	208	217	217	95	95															
S-49	Seed	176	176	209	209	146	146	102	102	168	208	278	278	91	91															
S-50	Seed	0	0	223	223	146	146	102	102	153	153	217	217	0	0															
S-51	Seed	176	176	223	279	146	146	102	102	206	206	206	206	0	0															
S-52	Seed	164	164	223	223	174	174	98	98	153	153	206	206	0	0															
S-53	Seed	0	0	279	279	146	146	102	102	153	153	206	206	91	91															
S-P1	Seed	176	176	0	0	174	174	102	102	208	208	215	215	0	0															
S-P2	Seed	154	154	223	223	174	174	102	102	202	293	278	278	99	99															
S-P3	Seed	176	176	209	209	176	176	102	110	204	204	163	217	85	85															
S-P4	Seed	154	176	0	0	122	146	102	102	153	208	217	217	85	85															
S-P5	Seed	172	172	223	237	176	176	102	102	208	208	278	278	0	0															
S-P6	Seed	0	0	209	223	122	176	102	154	153	153	192	217	111	111															
S-P7	Seed	176	176	223	223	156	156	102	102	208	208	192	215	99	99															
S-P8	Seed	176	176	289	289	160	186	110	110	153	204	192	217	99	99															
S-P9	Seed	176	176	209	209	156	156	102	102	204	204	276	276	99	99															
S-P10	Seed	176	176	223	223	122	176	102	130	153	153	192	278	99	99															
S-P11	Seed	172	172	0	0	158	203	110	146	150	208	163	163	0	0															
S-P12	Seed	154	176	223	237	174	203	102	102	150	208	215	215	99	99															
S-P13	Seed	0	0	223	223	176	217	102	102	150	150	206	206	99	99															
S-P14	Seed	176	176	0	0	186	186	110	110	168	168	192	192	0	0															
S-P15	Seed	172	172	279	279	174	174	102	102	153	208	206	278	0	0															
S-P16	Seed	176	176	209	223	146	174	98	98	0	0	278	278	99	99															
S-P17	Seed	0	0	279	279	174	174	102	102	0	0	217	217	0	0															
S-P18	Seed	176	176	209	209	176	176	112	112	204	204	163	217	99	99															
S-P19	Seed	154	176	209	209	176	176	110	110	204	204	163	192	85	85															
S-P20	Seed	176	176	0	0	122	122	102	102	208	208	217	217	99	99															
S-P22	Seed	172	172	223	223	174	174	100	100	204	204	192	192	111	111															
S-P23	Seed	172	172	209	223	176	176	102	102	0	0	192	192	0	0															
S-P24	Seed	176	176	223	223	122	122	102	154	153	206	192	192	103	103															
S-P25	Seed	0	0	209	209	122	122	102	102	0	0	217	217	0	0															
S-P26	Seed	0	0	223	223	122	122	154	154	208	208	217	217	111	111															
S-P27	Seed	176	176	209	223	122	122	102	102	208	208	217	217	0	0															
S-P28	Seed	176	176	223	223	176	217	102	102	208	208	192	192	111	111															
S-P29	Seed	0	0	223	223	174	174	154	154	153	208	217	217	111	111															
S-P30	Seed	172	172	223	223	188	188	102	102	202	202	215	215	99	99															
S-P31	Seed	172	172	223	223	188	188	102	102	0	0	215	215	99	99															
S-P32	Seed	176	176	209	289	160	160	110	110	202	202	206	206	99	99															
S-P33	Seed	154	154	209	223	186	186	98	98	153	204	215	215	0	0															
S-P34	Seed	154	154	223	223	176	176	102	102	204	204	215	215	99	99															
S-P35	Seed	176	176	209	209	176	176	0	0	204	204	276	276	99	99															
S-P36	Seed	154	176	209	209	156	217	110	110	153	204	163	163	99	99															
S-P37	Seed	176	176	209	209	176	217	110	110	208	208	276	276	99	99															
S-P38	Seed	154	154	209	223	122	122	102	130	153	153	192	192	99	99															
S-P39	Seed	176	176	209	223	176	176	130	130	153	153	192	192	99	99															
S-P40	Seed	154	176	223	279	122	174	102	130	153	153	276	276	0	0															
S-P41	Seed	154	154	223	237	122	122	102	130	0	0	215	215	99	99															
S-P42	Seed	176	176	223	223	122	122	130	130	150	150	215	215	0	0															
S-P43	Seed	176	176	279	279	174	174	130	130	150	150	215	215	99	99															
S-BW1	Seed	176	176	205	223	176	176	154	154	202	202	213	213	0	0															
S-BW2	Seed	172	172	223	223	174	174	102	102	264	264	231	231	99	99															
S-BW3	Seed	154	154	237	237	174	174	102	154	202	202	221	268	0	0															
S-BW4	Seed	178	178	223	223	156	178	102	102	202	202	163	163	99	99															
S-BW5	Seed	176	176	209	209	122	205	102	154	202	202	268	268	111	111															
S-BW6	Seed	176	176	223	223	156	176	102	154	204	301	270	270	0	0															
S-BW7	Seed	150	150	209	279	158	174	154	154	202	202	270	270	0	0															
S-BW8	Seed	176	176	237	237	166	166	102	102	202	297	163	163	0	0															
S-BW9	Seed	172	172	223	223	156	201	154	154	202	202	163	215	111	111															
S-BW10	Seed	176	176	0	0	122	122	102	102	204	204	163	268	85	99															
S-BW11	Seed	150	176	223	223	178	207	102	154	204	204	206	206	0	0															
S-BW12	Seed	176	176	209	223	186	186	0	0	202	202	163	163	85	85															
S-BW13	Seed	150	176	209	209	176	201	102	102	0	0	231	231	0	0															
S-BW14	Seed	154	176	209	237	174	174	0	0	0	0	268	268	0	0															
S-BW15	Seed	154	172	287	287	122	205	102	158	202	202	206	206	0	0															
S-BW16	Seed	176	176	209	209	122	205	102	154	202	202	215	215	95	95															
S-BW17	Seed	172	172	231	231	156	156	102	154	166	166	270	270	99	99															
S-BW18	Seed	150	150	223	251	174	174	102	154	202	202	206	206	95	95															
S-BW19	Seed	176	176	237	237	122	122	102	102	0	0	163	163	95	95															
S-BW20	Seed	154	172	223	237	158	201	154	154	202	202	223	223	111	111															
S-BW21	Seed	176	176	223	223	122	176	154	154	0	0	215	215	0	0															
S-BW22	Seed	176	176	209	209	156	201	102	102	0	0	217	217	95	95															
S-BW23	Seed	154	172	209	237	186	186	102	102	202	202	215	215	0	0															
S-W1	Seed	154	154	0	0	186	186	154	154	202	202	268	268	0	0															
S-W2	Seed	172	172	209	209	154	186	102	154	266	266	0	0	0	0															
S-W3	Seed	176	176	223	223	156	201	102	102	266	266	231	231	0	0															
S-W4	Seed	176	176	209	209	178	201	102	102	266	266	231	231	0	0															
S-W5	Seed	154	154	205	237	174	174	154	154	202	297	163	223	85	85															
S-W6	Seed	154	176	237	237	174	174	102	102	266	266	163	217	85	85															
S-W7	Seed	176	176	209	209	186	186	102	102	0	0	213	213	0	0															
S-W8	Seed	154	176	209	209	154	186	154	154	150	204	213	213	0	0															
S-W9	Seed	172	172	223	223	166	166	100	100	208	208	206	206	99	99															
S-W10	Seed	172	172	279	279	186	186	102	102	153	202	206	206	99	99															
S-W11	Seed	154	172	205	205	158	158	156	156	0	0	266	266	111	111															
S-W12	Seed	0	0	205	209	158	158	156	156	210	210	0	0	0	0															
S-W13	Seed	172	172	205	205	176	176	102	102	210	210	192	192	115	115															
S-W14	Seed	172	172	205	205	122	205	102	102	0	0	192	192	115	115															
S-W15	Seed	154	154	237	237	122	186	102	102	264	264	268	268	0	0															
S-W16	Seed	154	176	237	237	186	186	0	0	266	266	268	268	99	99															
S-W17	Seed	176	176	209	209	174	174	102	102	264	264	217	217	91	91															
S-W18	Seed	176	176	209	209	174	201	102	102	266	266	231	231	85	91															
S-W19	Seed	176	176	209	223	174	174	154	154	266	266	268	268	85	85															
S-W20	Seed	176	176	209	209	164	164	102	154	150	150	213	213	0	0															
S-W21	Seed	176	176	209	209	164	164	102	102	150	150	213	213	91	91															
S-W22	Seed	172	172	223	223	166	166	102	158	202	202	206	206	99	99															
S-W23	Seed	0	0	279	279	186	186	102	158	208	208	206	206	99	99															
S-W24	Seed	0	0	205	205	158	158	156	156	153	153	0	0	0	0															
S-W25	Seed	172	172	223	223	158	158	144	144	208	208	266	266	0	0															
S-W26	Seed	172	172	205	205	205	205	102	102	153	297	192	192	115	115															
S-W27	Seed	154	172	223	223	156	205	154	154	210	210	217	217	95	95															
S-YW1	Seed	180	180	209	237	166	166	102	102	0	0	229	229	0	0															
S-YW2	Seed	180	180	209	209	166	176	102	102	204	266	229	229	0	0															
S-YW3	Seed	180	180	237	237	166	166	102	154	204	204	0	0	0	0															
S-YW4	Seed	176	176	223	251	176	176	102	102	202	202	0	0	85	85															
S-YW5	Seed	176	176	251	251	174	174	154	154	202	202	0	0	85	85															
S-YW6	Seed	176	176	251	251	174	174	100	100	202	202	215	215	85	85															
S-YW7	Seed	176	176	223	223	166	166	102	102	0	0	270	270	101	101															
S-YW8	Seed	176	176	277	277	166	166	154	154	168	168	270	270	99	99															
S-YW9	Seed	176	176	277	277	166	166	154	154	168	168	270	270	99	99															
S-YW10	Seed	180	180	237	237	166	184	102	102	266	266	229	229	99	99															
S-YW11	Seed	172	172	209	223	176	176	102	102	204	204	163	229	111	111															
S-YW12	Seed	176	176	251	251	176	176	102	102	150	208	163	163	111	111															
S-YW13	Seed	176	176	223	223	174	174	102	102	150	202	215	215	111	111															
S-YW14	Seed	180	180	277	277	166	166	102	102	168	208	0	0	99	99															
S-YW15	Seed	0	0	223	223	166	166	102	154	153	153	206	270	99	99															
S-WS1	Seed	176	176	209	209	176	176	0	0	153	204	215	215	99	99															
S-WS2	Seed	180	180	209	209	176	176	130	130	204	204	163	219	0	0															
S-WS3	Seed	154	154	205	205	203	203	0	0	204	204	163	163	99	99															
S-WS4	Seed	154	172	209	209	176	203	102	130	153	204	163	215	99	99															
S-WS5	Seed	154	154	205	209	174	203	102	130	153	204	215	215	99	99															
S-WS6	Seed	154	154	205	209	176	203	154	154	153	204	163	215	99	99															
S-WS7	Seed	154	154	205	209	176	203	102	130	153	204	215	215	113	113															
S-WS8	Seed	154	154	205	205	146	176	102	102	204	204	163	163	95	95															
S-WS9	Seed	154	154	209	209	176	176	130	130	153	204	163	215	99	99															
S-WS10	Seed	154	154	205	205	122	203	102	102	204	204	215	215	0	0															
S-WH1	Seed	0	0	0	0	120	120	102	154	153	264	217	217	0	0															
S-WH2	Seed	0	0	209	289	156	156	102	102	153	153	217	217	0	0															
S-WH3	Seed	0	0	205	205	156	156	154	154	153	264	276	276	0	0															
S-WH4	Seed	0	0	205	205	120	120	102	154	264	264	217	217	0	0															
S-WH5	Seed	0	0	277	277	156	156	102	154	264	264	217	217	0	0															
S-WH6	Seed	0	0	205	205	120	120	102	102	264	264	217	217	0	0															
S-WH7	Seed	154	154	205	205	120	120	102	102	208	208	217	217	0	0															
S-WH8	Seed	176	176	205	205	201	201	110	110	153	202	274	274	95	95															
S-WH9	Seed	176	176	209	251	201	201	158	158	208	208	215	215	99	99															
S-WH10	Seed	154	154	277	277	120	120	102	154	208	208	217	217	0	0															
S-WH11	Seed	176	176	209	251	203	203	158	158	153	202	215	215	95	95															
S-WH12	Seed	0	0	277	277	120	156	100	100	0	0	276	276	0	0															
S-WH13	Seed	154	154	279	279	120	158	154	154	204	264	217	217	0	0															
S-WH14	Seed	176	176	251	251	166	201	158	158	153	202	215	215	99	99															
S-WH15	Seed	154	176	205	205	156	201	110	110	202	202	215	215	99	99															
S-WH16	Seed	0	0	205	205	120	120	102	154	264	264	276	276	0	0															
S-WH17	Seed	176	176	205	209	201	201	110	110	153	202	274	274	95	95															
S-K1	Seed	176	176	209	209	156	176	102	102	206	206	217	217	0	0															
S-K2	Seed	176	176	209	231	201	201	102	154	208	208	215	215	95	95															
S-K3	Seed	176	176	237	237	178	178	102	102	204	204	217	217	111	111															
S-K4	Seed	176	176	209	209	144	144	0	0	208	208	0	0	111	111															
S-K5	Seed	176	176	237	237	156	156	102	102	208	301	0	0	85	85															
S-K6	Seed	176	176	209	209	201	201	102	102	301	301	0	0	85	85															
S-K7	Seed	154	154	291	291	176	176	102	102	208	208	217	217	85	85															
S-K8	Seed	0	0	209	291	176	176	102	102	0	0	217	217	111	111															
S-K9	Seed	176	176	237	237	158	158	102	102	208	301	192	192	85	85															
S-K10	Seed	154	176	223	223	122	122	102	102	208	208	217	217	111	111															
S-K11	Seed	176	176	209	209	156	176	102	102	208	208	217	217	111	111															
S-K12	Seed	176	176	209	231	156	156	102	102	153	153	215	215	85	85															
S-K13	Seed	0	0	209	231	156	156	102	102	153	153	223	223	85	85															
S-K14	Seed	176	176	209	209	156	156	128	154	153	208	217	217	111	111															
S-K15	Seed	154	172	209	209	144	144	102	102	208	301	217	217	111	111															
S-K16	Seed	176	176	237	237	156	156	102	102	153	208	217	278	85	85															
S-K17	Seed	176	176	239	239	201	201	102	102	153	153	278	278	85	85															
S-K18	Seed	154	176	209	223	156	156	102	102	153	153	217	278	85	85															
S-K19	Seed	176	176	209	237	176	176	154	154	168	168	0	0	111	111															
S-K20	Seed	176	176	237	237	156	156	102	102	168	168	215	215	0	0															
S-K21	Seed	176	176	209	209	156	174	102	102	150	202	206	206	85	85															
S-K22	Seed	176	176	237	237	156	156	102	102	153	202	217	217	85	85															
S-K23	Seed	176	176	239	239	176	201	102	102	153	208	217	217	111	111															
S-K24	Seed	154	176	239	239	120	201	102	102	208	208	217	217	111	111															
S-K25	Seed	154	154	291	291	176	176	102	154	0	0	217	217	0	0															
S-K26	Seed	176	176	239	239	176	176	102	102	208	208	217	217	0	0															
S-K27	Seed	176	176	239	239	156	156	154	154	153	208	217	270	99	99															
S-K28	Seed	0	0	209	209	156	156	102	130	208	208	270	270	111	111															
S-K29	Seed	172	172	231	231	156	156	102	102	150	208	0	0	95	95															
S-K30	Seed	172	172	209	209	156	156	102	102	153	153	192	192	95	95															
S-K31	Seed	176	176	209	237	158	158	102	102	208	301	217	217	85	85															
S-K32	Seed	154	176	281	281	158	158	102	102	186	301	192	192	0	0															
S-K33	Seed	154	154	209	261	122	156	102	102	208	301	217	217	111	111															
S-K34	Seed	154	172	237	237	146	174	102	102	153	208	192	192	85	111															
S-K35	Seed	176	176	237	237	174	174	102	102	153	208	192	192	111	111															
S-E1	Seed	154	154	223	277	174	174	154	154	0	0	213	213	0	0															
S-E2	Seed	176	176	223	281	158	158	154	154	153	153	190	190	95	95															
S-E3	Seed	154	154	209	209	164	164	102	102	0	0	213	213	0	0															
S-E4	Seed	176	176	209	209	122	174	102	102	153	153	280	280	0	0															
S-E5	Seed	0	0	289	289	122	156	102	102	153	153	206	206	111	111															
S-E6	Seed	0	0	279	279	174	174	102	102	153	153	206	206	101	101															
S-E7	Seed	176	176	223	223	176	176	158	158	208	297	163	163	95	111															
S-E8	Seed	154	154	223	223	144	158	154	154	297	297	219	219	0	0															
S-E9	Seed	176	176	223	223	158	158	102	154	297	297	219	219	0	0															
S-E10	Seed	176	176	223	223	176	176	102	102	210	297	163	163	101	101															
S-E11	Seed	154	154	0	0	174	174	154	154	153	153	227	227	0	0															
S-E12	Seed	176	176	251	251	174	174	158	158	153	153	194	194	113	113															
S-E13	Seed	154	176	251	251	174	174	102	102	153	153	272	272	109	109															
S-E14	Seed	0	0	209	209	176	176	154	154	0	0	227	227	0	0															
S-E15	Seed	176	176	0	0	174	174	132	154	153	208	0	0	91	111															
S-E16	Seed	0	0	281	281	158	158	102	154	153	153	0	0	95	95															
S-E17	Seed	176	176	235	235	158	174	154	154	153	153	217	217	95	95															
S-E18	Seed	0	0	281	281	158	158	130	154	153	208	0	0	99	99															
S-E19	Seed	154	154	281	281	158	172	154	154	153	208	215	215	99	99															
S-E20	Seed	176	176	209	261	176	176	102	154	206	206	163	163	111	111															
S-E21	Seed	176	176	261	261	203	203	154	154	153	208	282	282	111	111															
S-E22	Seed	0	0	209	209	176	176	102	102	208	208	163	163	111	111															
S-E23	Seed	0	0	209	209	174	174	102	102	208	208	0	0	111	111															
S-E24	Seed	176	176	209	209	164	164	102	102	0	0	213	213	0	0															
S-E25	Seed	154	154	209	209	201	201	102	154	153	301	217	217	109	109															
S-E26	Seed	154	154	209	209	122	201	102	102	0	0	213	213	0	0															
S-E27	Seed	176	176	209	209	201	201	102	102	0	0	217	217	0	0															
S-E28	Seed	154	154	279	279	122	164	102	102	0	0	217	217	109	109															
S-E30	Seed	0	0	209	209	174	174	102	102	153	0	225	225	99	99															
S-E31	Seed	0	0	209	209	174	174	102	102	208	208	225	225	99	99															
S-E32	Seed	0	0	209	209	166	166	102	102	208	208	206	206	99	99															
S-E33	Seed	176	176	209	223	122	156	102	102	153	153	280	280	111	111															
S-E34	Seed	0	0	209	289	122	122	102	102	153	153	206	206	95	95															
S-E35	Seed	176	176	251	251	146	176	102	102	153	153	206	206	0	0															
S-E36	Seed	176	176	223	223	172	172	102	154	153	202	217	217	95	95															
S-E37	Seed	178	178	209	209	172	207	154	154	150	150	206	206	95	95															
S-E38	Seed	176	176	223	223	122	172	154	154	153	153	217	217	95	95															
S-E39	Seed	176	176	223	223	172	207	102	154	153	153	206	206	95	95															
S-E40	Seed	154	176	223	223	154	184	102	154	153	153	0	0	111	111															
S-E42	Seed	176	176	223	223	156	156	102	102	153	153	221	221	0	0															
S-E43	Seed	0	0	223	223	156	156	0	0	150	150	221	221	95	95															
S-E44	Seed	176	176	223	223	156	184	158	158	214	214	217	217	97	97															
S-E45	Seed	176	176	279	279	176	176	102	102	153	153	219	219	113	113															
S-E46	Seed	176	176	239	239	176	176	102	158	202	266	163	163	97	97															
S-E47	Seed	154	154	209	239	176	176	102	158	204	297	219	219	0	0															
S-E48	Seed	172	172	209	223	176	176	102	102	168	214	219	219	111	111															
S-E49	Seed	0	0	223	223	176	176	130	158	153	214	217	217	95	95															
S-E50	Seed	0	0	223	223	176	176	102	158	153	153	0	0	0	0															
S-E51	Seed	0	0	223	223	176	176	0	0	214	214	163	163	95	95															
S-E52	Seed	0	0	223	223	176	176	158	158	0	0	217	217	0	0															
S-E53	Seed	0	0	223	223	176	176	0	0	214	214	217	217	95	95															
S-E54	Seed	0	0	279	279	156	203	158	158	208	208	217	217	95	95															
S-E55	Seed	0	0	209	279	158	176	138	138	153	297	217	217	99	99															
S-E56	Seed	0	0	279	279	158	158	158	158	153	208	217	217	0	0															
S-E57	Seed	154	176	251	251	144	144	102	154	297	297	270	270	99	99															
S-E58	Seed	154	154	223	223	158	158	102	154	204	204	219	219	0	0															
S-E59	Seed	154	176	223	223	203	203	130	130	208	208	217	217	97	99															
S-E61	Seed	176	176	223	223	144	144	102	102	0	0	0	0	0	0															
S-E62	Seed	176	176	223	223	158	158	102	102	0	0	219	219	97	97															
S-E63	Seed	154	154	223	223	158	158	102	154	153	153	163	163	85	85															
S-E64	Seed	154	178	209	223	122	158	102	154	153	202	163	163	85	101															
S-E65	Seed	154	154	223	231	122	158	110	154	153	153	219	219	0	0															
S-E66	Seed	154	178	223	223	158	158	110	154	150	202	163	163	85	85															
S-E67	Seed	0	0	223	223	158	158	130	130	208	297	163	163	111	111															
S-PG1	Seed	176	176	279	279	176	201	102	144	153	153	217	217	85	85															
S-PG2	Seed	176	176	209	209	122	158	102	110	168	168	217	217	0	0															
